text,sentiment,timestamp,user,text_length,word_count
Bitcoin price consolidating around 49k,neutral,2024-03-06 03:21:00,digital_gold,38,5
Bitcoin dominance currently at 2%,neutral,2024-03-06 05:37:00,mining_dev,33,5
Daily Bitcoin transactions averaging 22748k,neutral,2024-03-06 08:57:00,liquidity_provider,43,5
Coins moved on-chain: 9607 BTC,neutral,2024-03-06 09:18:00,boomer_hodler,30,5
Network difficulty retarget in 98 hours,neutral,2024-03-06 09:41:00,position_trader,39,6
Active Bitcoin addresses: 34867 million,neutral,2024-03-06 11:16:00,defi_explorer,39,5
Bitcoin fear and greed index: 7.0,neutral,2024-03-06 17:38:00,gen_z_crypto,33,6
Unconfirmed transactions: 8401 in mempool,neutral,2024-03-06 20:18:00,bear_market_bob,41,5
Bitcoin velocity indicator at 43.86,neutral,2024-03-06 23:32:00,privacy_maxi,35,5
Total Bitcoin addresses with balance: 34375 million,neutral,2024-03-07 00:54:00,singlesig_simple,51,7
Bitcoin market cap is 1142 billion dollars,neutral,2024-03-07 02:42:00,liquidity_provider,42,7
Daily Bitcoin transactions averaging 43464k,neutral,2024-03-07 03:06:00,crypto_bull,43,5
Bitcoin velocity indicator at 42.66,neutral,2024-03-07 04:38:00,asic_farmer,35,5
Bitcoin price consolidating around 93k,neutral,2024-03-07 05:08:00,austrian_economist,38,5
Average Bitcoin transaction size is 261 bytes,neutral,2024-03-07 05:20:00,security_first,45,7
Bitcoin trading volume: $30348M today,neutral,2024-03-07 08:26:00,layer_two,37,5
Bitcoin exchange reserves: 48194 BTC,neutral,2024-03-07 09:24:00,bitcoin_dev,36,5
Bitcoin price consolidating around 62k,neutral,2024-03-07 09:51:00,crypto_bull,38,5
Bitcoin average block size is 267 MB today,neutral,2024-03-07 09:55:00,market_maker,42,8
Bitcoin stock to flow ratio: 1.4,neutral,2024-03-07 11:15:00,privacy_maxi,32,6
Mempool size: 225 MB currently,neutral,2024-03-07 12:46:00,institutional_buyer,30,5
Bitcoin dominance currently at 23%,neutral,2024-03-07 13:31:00,inflation_hedge,34,5
Bitcoin hashrate: 430 EH/s currently,neutral,2024-03-07 15:24:00,bitcoin_standard,36,5
Daily Bitcoin transactions averaging 43434k,neutral,2024-03-07 16:16:00,spot_trader,43,5
Daily Bitcoin transactions averaging 18787k,neutral,2024-03-07 17:35:00,hard_money,43,5
Best decision ever was buying Bitcoin in 2023,positive,2024-03-07 20:00:00,alternative_client,45,8
Realized profit loss ratio: 1.98,neutral,2024-03-08 07:33:00,pseudonymous_dev,32,5
Total Bitcoin addresses with balance: 43146 million,neutral,2024-03-08 09:09:00,unit_of_account,51,7
Bitcoin difficulty adjustment in 501 days,neutral,2024-03-08 09:56:00,retired_early,41,6
Bitcoin average block size is 93 MB today,neutral,2024-03-08 14:47:00,day_trader,41,8
Network fees collected: 39777 BTC today,neutral,2024-03-08 15:36:00,asic_farmer,39,6
Unconfirmed transactions: 7852 in mempool,neutral,2024-03-08 16:06:00,bitcoin_teacher,41,5
Miner revenue today: $41 million,neutral,2024-03-08 16:47:00,btc_analyst,32,5
HODL waves showing 20% held over 1 year,neutral,2024-03-08 17:45:00,crypto_skeptic,39,8
Bitcoin mining difficulty increased by 30%,neutral,2024-03-08 17:56:00,bitcoin_core,42,6
Bitcoin mining difficulty increased by 47%,neutral,2024-03-08 18:09:00,options_trader,42,6
Bitcoin average block size is 121 MB today,neutral,2024-03-08 21:37:00,sats_stacker,42,8
Bitcoin transaction fees are 3.0 dollars today,neutral,2024-03-09 07:44:00,solo_miner,46,7
Bitcoin velocity indicator at 34.63,neutral,2024-03-09 09:06:00,asic_farmer,35,5
Network difficulty retarget in 135 hours,neutral,2024-03-09 10:39:00,security_first,40,6
Bitcoin Puell Multiple reading: 13.82,neutral,2024-03-09 19:16:00,hash_power,37,5
Bitcoin exchange reserves: 86044 BTC,neutral,2024-03-09 21:49:00,paper_wallet,36,5
Unconfirmed transactions: 28253 in mempool,neutral,2024-03-10 00:18:00,crypto_news,42,5
Bitcoin transaction fees are 9.0 dollars today,neutral,2024-03-10 05:07:00,settlement_layer,46,7
Bitcoin mining difficulty increased by 11%,neutral,2024-03-10 07:23:00,silver_to_btc,42,6
Average Bitcoin transaction size is 178 bytes,neutral,2024-03-10 11:15:00,day_trader,45,7
Current Bitcoin mempool has 19438k transactions,neutral,2024-03-10 12:54:00,liquidity_provider,47,6
Bitcoin inflation rate: 15% annually,neutral,2024-03-10 14:17:00,lightning_dev,36,5
Bitcoin transaction fees are 4.0 dollars today,neutral,2024-03-10 14:34:00,crypto_bull,46,7
Network fees collected: 24741 BTC today,neutral,2024-03-10 16:37:00,brain_wallet,39,6
Bitcoin average block size is 57 MB today,neutral,2024-03-10 17:55:00,lightning_wallet,41,8
Bitcoin price consolidating around 77k,neutral,2024-03-10 18:40:00,whale_watcher,38,5
Bitcoin trading volume: $38638M today,neutral,2024-03-10 21:59:00,retail_investor,37,5
Bitcoin fear and greed index: 67.23,neutral,2024-03-11 00:03:00,hardware_wallet,35,6
Bitcoin fear and greed index: 29.56,neutral,2024-03-11 00:36:00,arbitrage_king,35,6
Bitcoin trading volume: $47127M today,neutral,2024-03-11 02:56:00,open_source,37,5
Bitcoin segwit adoption rate is 45 percent,neutral,2024-03-11 03:09:00,cold_storage,42,7
Average Bitcoin transaction size is 202 bytes,neutral,2024-03-11 05:34:00,hash_power,45,7
Bitcoin nodes distributed across 117 countries,neutral,2024-03-11 06:03:00,lightning_fan,46,6
Bitcoin price consolidating around 81k,neutral,2024-03-11 06:59:00,mining_pro,38,5
Coins moved on-chain: 48320 BTC,neutral,2024-03-11 07:03:00,futures_guy,31,5
Bitcoin halving countdown: 1295 days remaining,neutral,2024-03-11 08:00:00,whale_watcher,46,6
Current block height is 814051,neutral,2024-03-11 11:46:00,bitcoin_dev,30,5
Coins moved on-chain: 11604 BTC,neutral,2024-03-11 17:28:00,self_custody,31,5
Current block height is 813881,neutral,2024-03-11 19:57:00,hardware_wallet,30,5
Bitcoin mining difficulty at 78 trillion,neutral,2024-03-11 21:18:00,difficulty_watcher,40,6
Bitcoin fear and greed index: 24.24,neutral,2024-03-12 00:04:00,base_layer,35,6
Realized profit loss ratio: 1.92,neutral,2024-03-12 03:09:00,paper_wallet,32,5
Bitcoin average block size is 100 MB today,neutral,2024-03-12 03:49:00,day_trader,42,8
Bitcoin hashrate: 371 EH/s currently,neutral,2024-03-12 04:37:00,self_custody,36,5
Bitcoin price consolidating around 71k,neutral,2024-03-12 04:49:00,mempool_observer,38,5
Active Bitcoin addresses: 24598 million,neutral,2024-03-12 05:31:00,asic_farmer,39,5
Mempool size: 230 MB currently,neutral,2024-03-12 06:09:00,mining_pro,30,5
Bitcoin velocity indicator at 71.27,neutral,2024-03-12 07:46:00,gold_bug_btc,35,5
Bitcoin realized cap: $72602 billion,neutral,2024-03-12 10:20:00,bull_trader,36,5
Bitcoin average block size is 145 MB today,neutral,2024-03-12 13:03:00,arbitrage_king,42,8
Bitcoin trading volume: $42307M today,neutral,2024-03-12 15:32:00,paper_wallet,37,5
Network fees collected: 20014 BTC today,neutral,2024-03-12 16:26:00,bitcoin_dev,39,6
Unconfirmed transactions: 46823 in mempool,neutral,2024-03-12 16:43:00,trader_joe,42,5
Unconfirmed transactions: 43008 in mempool,neutral,2024-03-12 19:41:00,wallet_dev,42,5
HODL waves showing 28% held over 1 year,neutral,2024-03-12 23:52:00,validator_node,39,8
Active Bitcoin addresses: 22609 million,neutral,2024-03-13 01:28:00,bear_market_bob,39,5
Network difficulty retarget in 291 hours,neutral,2024-03-13 01:54:00,settlement_layer,40,6
This bull run will be epic! Bitcoin to 96k,positive,2024-03-13 04:09:00,bitcoin_standard,42,9
Bitcoin mining difficulty at 86 trillion,neutral,2024-03-13 07:40:00,defi_explorer,40,6
Bitcoin at 63k. Same as yesterday,neutral,2024-03-13 08:15:00,gen_z_crypto,33,6
Bitcoin stock to flow ratio: 0.93,neutral,2024-03-13 17:13:00,mining_pro,33,6
Bitcoin halving countdown: 563 days remaining,neutral,2024-03-13 18:01:00,asic_farmer,45,6
Unconfirmed transactions: 34659 in mempool,neutral,2024-03-13 21:38:00,mining_pro,42,5
HODL waves showing 50% held over 1 year,neutral,2024-03-14 00:23:00,cold_storage,39,8
Bitcoin UTXO set size reached 45635 million,neutral,2024-03-14 01:22:00,open_source,43,7
Lightning Network channels: 4107 active,neutral,2024-03-14 02:30:00,hash_power,39,5
Bitcoin blockchain size reached 64 GB,neutral,2024-03-14 03:26:00,cold_storage,37,6
Bitcoin UTXO set size reached 4591 million,neutral,2024-03-14 03:55:00,liquidity_provider,42,7
HODL waves showing 10% held over 1 year,neutral,2024-03-14 05:07:00,technical_trader,39,8
Bitcoin accepted at 46582 merchants worldwide,positive,2024-03-14 05:43:00,lightning_node,45,6
Bitcoin stock to flow ratio: 1.62,neutral,2024-03-14 10:16:00,mempool_observer,33,6
This bull run will be epic! Bitcoin to 49k,positive,2024-03-14 11:05:00,market_maker,42,9
Bitcoin market cap is 1069 billion dollars,neutral,2024-03-14 11:13:00,millennial_investor,42,7
Bitcoin average block size is 244 MB today,neutral,2024-03-14 14:47:00,on_chain_guy,42,8
Bitcoin difficulty adjustment in 337 days,neutral,2024-03-14 15:00:00,futures_guy,41,6
Bitcoin transaction fees are 6.4 dollars today,neutral,2024-03-14 15:27:00,satoshi_fan,46,7
Bitcoin mining difficulty increased by 15%,neutral,2024-03-14 15:33:00,boomer_hodler,42,6
Bitcoin node count increased to 4553,neutral,2024-03-14 16:33:00,wallet_dev,36,6
Realized profit loss ratio: 1.49,neutral,2024-03-14 20:04:00,bitcoin_standard,32,5
Bitcoin node count increased to 8696,neutral,2024-03-14 21:16:00,node_runner,36,6
NVT ratio currently: 61.74,neutral,2024-03-14 23:04:00,hard_money,26,4
Bitcoin accepted at 17114 merchants worldwide,positive,2024-03-15 01:09:00,deflation_lover,45,6
Bitcoin market cap is 544 billion dollars,neutral,2024-03-15 03:06:00,on_chain_guy,41,7
Bitcoin exchange reserves: 57264 BTC,neutral,2024-03-15 06:32:00,cold_storage,36,5
Bitcoin trading volume: $36213M today,neutral,2024-03-15 08:27:00,non_custodial,37,5
Bitcoin Puell Multiple reading: 85.38,neutral,2024-03-15 12:16:00,hard_money,37,5
Bitcoin blockchain size reached 286 GB,neutral,2024-03-15 12:55:00,bull_trader,38,6
Lightning Network channels: 43855 active,neutral,2024-03-15 18:17:00,multisig_user,40,5
Bitcoin exchange reserves: 1947 BTC,neutral,2024-03-15 19:52:00,bitcoin_knots,35,5
Total Bitcoin addresses with balance: 43543 million,neutral,2024-03-15 21:02:00,scalper_pro,51,7
Current Bitcoin mempool has 34652k transactions,neutral,2024-03-16 00:59:00,privacy_advocate,47,6
Bitcoin blockchain size reached 158 GB,neutral,2024-03-16 03:19:00,gpu_miner,38,6
Bitcoin fear and greed index: 74.98,neutral,2024-03-16 07:36:00,on_chain_guy,35,6
Bitcoin mining difficulty increased by 32%,neutral,2024-03-16 09:12:00,institutional_buyer,42,6
Coinbase premium: 37% currently,neutral,2024-03-16 13:24:00,lightning_dev,31,4
Bitcoin market cap is 1062 billion dollars,neutral,2024-03-16 14:53:00,trader_joe,42,7
Coins moved on-chain: 99813 BTC,neutral,2024-03-16 16:24:00,swing_trader,31,5
Daily Bitcoin transactions averaging 9642k,neutral,2024-03-16 18:09:00,crypto_skeptic,42,5
Bitcoin accepted at 9465 merchants worldwide,positive,2024-03-16 18:48:00,bull_trader,44,6
Total Bitcoin addresses with balance: 3782 million,neutral,2024-03-16 22:42:00,bitcoin_core,50,7
Bitcoin halving countdown: 247 days remaining,neutral,2024-03-16 23:41:00,trader_joe,45,6
Current block height is 819095,neutral,2024-03-17 02:03:00,yield_farmer,30,5
Bitcoin halving countdown: 1042 days remaining,neutral,2024-03-17 08:09:00,mining_pro,46,6
Lightning Network channels: 13547 active,neutral,2024-03-17 11:33:00,market_maker,40,5
Network fees collected: 52936 BTC today,neutral,2024-03-17 15:31:00,lightning_dev,39,6
Bitcoin transaction fees are 9.6 dollars today,neutral,2024-03-17 18:27:00,early_adopter,46,7
Bitcoin UTXO set size reached 33628 million,neutral,2024-03-17 19:19:00,mining_pro,43,7
NVT ratio currently: 42.62,neutral,2024-03-17 21:06:00,crypto_coach,26,4
Bitcoin hashrate: 571 EH/s currently,neutral,2024-03-17 22:04:00,protocol_dev,36,5
Unconfirmed transactions: 27488 in mempool,neutral,2024-03-17 23:02:00,hash_power,42,5
Lightning Network capacity at 99988 BTC,neutral,2024-03-18 02:15:00,bitcoin_core,39,6
Bitcoin stock to flow ratio: 1.24,neutral,2024-03-18 03:42:00,maximalist_tom,33,6
Bitcoin halving countdown: 605 days remaining,neutral,2024-03-18 06:48:00,wallet_dev,45,6
NVT ratio currently: 54.54,neutral,2024-03-18 08:59:00,kyc_hater,26,4
Mempool size: 300 MB currently,neutral,2024-03-18 12:57:00,bitcoin_dev,30,5
Bitcoin market cap is 847 billion dollars,neutral,2024-03-18 16:05:00,wallet_dev,41,7
Lightning Network channels: 10210 active,neutral,2024-03-18 21:47:00,unit_of_account,40,5
Bitcoin difficulty adjustment in 586 days,neutral,2024-03-18 22:25:00,brain_wallet,41,6
This bull run will be epic! Bitcoin to 67k,positive,2024-03-19 00:44:00,whale_watcher,42,9
Bitcoin difficulty adjustment in 574 days,neutral,2024-03-19 05:14:00,pseudonymous_dev,41,6
Bitcoin taproot upgrade activated 6 years ago,neutral,2024-03-19 06:20:00,arbitrage_king,45,7
Miner revenue today: $50 million,neutral,2024-03-19 07:09:00,hard_money,32,5
Bitcoin fear and greed index: 83.59,neutral,2024-03-19 07:56:00,yield_farmer,35,6
Bitcoin Puell Multiple reading: 29.34,neutral,2024-03-19 08:49:00,validator_node,37,5
Coinbase premium: 20% currently,neutral,2024-03-19 10:01:00,difficulty_watcher,31,4
Coins moved on-chain: 64105 BTC,neutral,2024-03-19 11:04:00,hard_money,31,5
Active Bitcoin addresses: 43376 million,neutral,2024-03-19 12:59:00,institutional_buyer,39,5
Active Bitcoin addresses: 39890 million,neutral,2024-03-19 13:08:00,store_of_value,39,5
Bitcoin taproot upgrade activated 4 years ago,neutral,2024-03-19 16:02:00,digital_gold,45,7
Bitcoin dominance currently at 22%,neutral,2024-03-19 16:44:00,base_layer,34,5
Bitcoin market cap is 456 billion dollars,neutral,2024-03-19 19:54:00,bitcoin_core,41,7
Coins moved on-chain: 92034 BTC,neutral,2024-03-19 22:12:00,custodial_service,31,5
Bitcoin blockchain size reached 223 GB,neutral,2024-03-19 23:07:00,hardware_wallet,38,6
Average Bitcoin transaction size is 209 bytes,neutral,2024-03-20 05:09:00,day_trader,45,7
Bitcoin hashrate: 326 EH/s currently,neutral,2024-03-20 05:13:00,liquidity_provider,36,5
Bitcoin dominance currently at 50%,neutral,2024-03-20 06:23:00,validator_node,34,5
Coinbase premium: 10% currently,neutral,2024-03-20 06:43:00,custodial_service,31,4
Lightning Network channels: 5406 active,neutral,2024-03-20 09:07:00,layer_two,39,5
Bitcoin average block size is 211 MB today,neutral,2024-03-20 09:52:00,solo_miner,42,8
Current Bitcoin mempool has 11858k transactions,neutral,2024-03-20 10:08:00,fiat_escapist,47,6
Bitcoin price consolidating around 97k,neutral,2024-03-20 17:45:00,non_custodial,38,5
Bitcoin fear and greed index: 54.65,neutral,2024-03-20 21:28:00,lightning_wallet,35,6
Bitcoin trading volume: $28306M today,neutral,2024-03-21 00:04:00,singlesig_simple,37,5
Current block height is 804128,neutral,2024-03-21 02:03:00,gpu_miner,30,5
Unconfirmed transactions: 36597 in mempool,neutral,2024-03-21 03:12:00,hash_power,42,5
Mempool size: 143 MB currently,neutral,2024-03-21 06:18:00,futures_guy,30,5
Bitcoin halving countdown: 604 days remaining,neutral,2024-03-21 07:48:00,protocol_dev,45,6
Bitcoin node count increased to 16096,neutral,2024-03-21 10:08:00,bull_trader,37,6
Bitcoin exchange reserves: 74394 BTC,neutral,2024-03-21 13:55:00,mining_pool,36,5
HODL waves showing 37% held over 1 year,neutral,2024-03-21 14:59:00,bear_market_bob,39,8
Average Bitcoin fee per transaction: 1.3 dollars,neutral,2024-03-21 22:55:00,financial_freedom,48,7
Bitcoin halving countdown: 486 days remaining,neutral,2024-03-22 01:42:00,asic_farmer,45,6
NVT ratio currently: 49.22,neutral,2024-03-22 05:05:00,multisig_user,26,4
Bitcoin node count increased to 23196,neutral,2024-03-22 10:46:00,wallet_dev,37,6
Network fees collected: 40847 BTC today,neutral,2024-03-22 11:30:00,node_runner,39,6
Current Bitcoin mempool has 8013k transactions,neutral,2024-03-22 12:10:00,exchange_dev,46,6
Bitcoin realized cap: $43015 billion,neutral,2024-03-22 12:40:00,hard_money,36,5
Bitcoin market cap is 1082 billion dollars,neutral,2024-03-22 13:15:00,scalper_pro,42,7
Bitcoin halving countdown: 165 days remaining,neutral,2024-03-22 13:48:00,layer_two,45,6
Bitcoin at 57k. Same as yesterday,neutral,2024-03-22 17:42:00,node_runner,33,6
Realized profit loss ratio: 0.7,neutral,2024-03-22 22:16:00,dao_member,31,5
Bitcoin average block size is 251 MB today,neutral,2024-03-22 22:20:00,btc_analyst,42,8
NVT ratio currently: 20.37,neutral,2024-03-23 02:56:00,wallet_dev,26,4
Average Bitcoin transaction size is 222 bytes,neutral,2024-03-23 04:15:00,anon_trader,45,7
Coinbase premium: 13% currently,neutral,2024-03-23 04:51:00,protocol_dev,31,4
Network fees collected: 52973 BTC today,neutral,2024-03-23 05:12:00,solo_miner,39,6
Bitcoin accepted at 47249 merchants worldwide,positive,2024-03-23 12:36:00,hash_power,45,6
Network fees collected: 59314 BTC today,neutral,2024-03-23 14:08:00,payment_network,39,6
Bitcoin mining difficulty at 88 trillion,neutral,2024-03-23 18:08:00,lightning_dev,40,6
Bitcoin node count increased to 47932,neutral,2024-03-23 21:32:00,lightning_node,37,6
Coins moved on-chain: 46392 BTC,neutral,2024-03-23 22:25:00,security_first,31,5
Bitcoin mining difficulty increased by 2%,neutral,2024-03-23 22:54:00,crypto_skeptic,41,6
Realized profit loss ratio: 0.71,neutral,2024-03-24 00:29:00,hardware_wallet,32,5
Bitcoin at 74k. Same as yesterday,neutral,2024-03-24 02:22:00,whale_watcher,33,6
Bitcoin transaction fees are 0.9 dollars today,neutral,2024-03-24 03:03:00,privacy_maxi,46,7
Coins moved on-chain: 16624 BTC,neutral,2024-03-24 05:48:00,halving_counter,31,5
Bitcoin hashrate: 345 EH/s currently,neutral,2024-03-24 10:30:00,open_source,36,5
Bitcoin halving countdown: 276 days remaining,neutral,2024-03-24 11:36:00,anon_trader,45,6
Network difficulty retarget in 65 hours,neutral,2024-03-24 11:42:00,boomer_hodler,39,6
Bitcoin average block size is 254 MB today,neutral,2024-03-24 12:27:00,dao_member,42,8
Bitcoin exchange reserves: 25803 BTC,neutral,2024-03-24 14:47:00,sats_stacker,36,5
HODL waves showing 17% held over 1 year,neutral,2024-03-24 16:32:00,trader_joe,39,8
Bitcoin price consolidating around 45k,neutral,2024-03-24 16:45:00,privacy_maxi,38,5
Bitcoin velocity indicator at 18.47,neutral,2024-03-24 17:15:00,swing_trader,35,5
Bitcoin Core version 25.0 released yesterday,neutral,2024-03-24 18:23:00,hash_power,44,6
Current Bitcoin mempool has 36405k transactions,neutral,2024-03-24 18:36:00,alternative_client,47,6
Miner revenue today: $36 million,neutral,2024-03-24 19:39:00,defi_explorer,32,5
Bitcoin average block size is 131 MB today,neutral,2024-03-24 21:48:00,sats_stacker,42,8
Bitcoin velocity indicator at 14.64,neutral,2024-03-24 22:07:00,scalper_pro,35,5
Bitcoin stock to flow ratio: 1.91,neutral,2024-03-24 23:52:00,crypto_coach,33,6
Bitcoin trading volume: $28681M today,neutral,2024-03-25 00:50:00,gen_z_crypto,37,5
Miner revenue today: $26 million,neutral,2024-03-25 03:05:00,solo_miner,32,5
Network fees collected: 93853 BTC today,neutral,2024-03-25 09:05:00,sound_money,39,6
Bitcoin dominance currently at 29%,neutral,2024-03-25 10:31:00,futures_guy,34,5
Bitcoin halving countdown: 1201 days remaining,neutral,2024-03-25 10:56:00,sats_stacker,46,6
Bitcoin mining difficulty at 83 trillion,neutral,2024-03-25 12:03:00,alternative_client,40,6
NVT ratio currently: 10.46,neutral,2024-03-25 15:55:00,hard_money,26,4
Bitcoin nodes distributed across 149 countries,neutral,2024-03-25 22:29:00,gold_bug_btc,46,6
Bitcoin dominance currently at 39%,neutral,2024-03-25 23:07:00,on_chain_guy,34,5
Bitcoin fear and greed index: 25.22,neutral,2024-03-26 01:36:00,hash_power,35,6
Unconfirmed transactions: 18904 in mempool,neutral,2024-03-26 05:46:00,alternative_client,42,5
Bitcoin trading volume: $46568M today,neutral,2024-03-26 06:18:00,dca_investor,37,5
Best decision ever was buying Bitcoin in 2021,positive,2024-03-26 06:39:00,protocol_dev,45,8
Active Bitcoin addresses: 43096 million,neutral,2024-03-26 09:26:00,dca_investor,39,5
Bitcoin transaction fees are 2.1 dollars today,neutral,2024-03-26 10:56:00,base_layer,46,7
Bitcoin fear and greed index: 61.69,neutral,2024-03-26 11:04:00,bull_trader,35,6
Bitcoin at 44k. Same as yesterday,neutral,2024-03-26 11:43:00,node_runner,33,6
Bitcoin halving countdown: 554 days remaining,neutral,2024-03-26 12:46:00,silver_to_btc,45,6
Bitcoin transaction fees are 5.9 dollars today,neutral,2024-03-26 14:28:00,crypto_news,46,7
Daily Bitcoin transactions averaging 20582k,neutral,2024-03-26 15:28:00,mining_dev,43,5
Lightning Network channels: 5025 active,neutral,2024-03-26 19:56:00,millennial_investor,39,5
Lightning Network capacity at 35999 BTC,neutral,2024-03-26 22:55:00,satoshi_fan,39,6
Unconfirmed transactions: 30212 in mempool,neutral,2024-03-26 23:48:00,lightning_fan,42,5
Bitcoin halving countdown: 553 days remaining,neutral,2024-03-27 01:39:00,solo_miner,45,6
Unconfirmed transactions: 33905 in mempool,neutral,2024-03-27 02:15:00,silver_to_btc,42,5
Bitcoin mining difficulty increased by 24%,neutral,2024-03-27 02:38:00,day_trader,42,6
Coins moved on-chain: 37696 BTC,neutral,2024-03-27 05:02:00,mempool_observer,31,5
Bitcoin segwit adoption rate is 49 percent,neutral,2024-03-27 07:05:00,defi_explorer,42,7
Bitcoin taproot upgrade activated 7 years ago,neutral,2024-03-27 07:20:00,medium_of_exchange,45,7
Average Bitcoin transaction size is 240 bytes,neutral,2024-03-27 09:01:00,settlement_layer,45,7
This bull run will be epic! Bitcoin to 39k,positive,2024-03-27 09:12:00,bitcoin_teacher,42,9
Bitcoin stock to flow ratio: 1.82,neutral,2024-03-27 12:37:00,privacy_advocate,33,6
Bitcoin inflation rate: 45% annually,neutral,2024-03-27 15:55:00,fiat_escapist,36,5
Miner revenue today: $20 million,neutral,2024-03-28 01:22:00,brain_wallet,32,5
Bitcoin UTXO set size reached 6026 million,neutral,2024-03-28 01:36:00,store_of_value,42,7
Bitcoin fear and greed index: 82.9,neutral,2024-03-28 08:15:00,spot_trader,34,6
Unconfirmed transactions: 49165 in mempool,neutral,2024-03-28 11:31:00,crypto_bull,42,5
Bitcoin blockchain size reached 273 GB,neutral,2024-03-28 12:14:00,gen_z_crypto,38,6
Bitcoin stock to flow ratio: 1.23,neutral,2024-03-28 13:45:00,lightning_dev,33,6
Bitcoin hashrate: 514 EH/s currently,neutral,2024-03-28 15:31:00,early_adopter,36,5
Active Bitcoin addresses: 1083 million,neutral,2024-03-28 18:32:00,halving_counter,38,5
Bitcoin average block size is 128 MB today,neutral,2024-03-28 20:05:00,pseudonymous_dev,42,8
Realized profit loss ratio: 1.56,neutral,2024-03-28 20:51:00,crypto_news,32,5
Miner revenue today: $40 million,neutral,2024-03-28 23:43:00,financial_freedom,32,5
Bitcoin price consolidating around 36k,neutral,2024-03-29 03:28:00,paper_wallet,38,5
Bitcoin halving countdown: 116 days remaining,neutral,2024-03-29 05:39:00,difficulty_watcher,45,6
Bitcoin accepted at 34506 merchants worldwide,positive,2024-03-29 07:57:00,btc_unlimited,45,6
Daily Bitcoin transactions averaging 5991k,neutral,2024-03-29 11:09:00,bitcoin_knots,42,5
Bitcoin halving countdown: 755 days remaining,neutral,2024-03-29 14:33:00,hard_money,45,6
Bitcoin accepted at 23285 merchants worldwide,positive,2024-03-29 15:13:00,non_custodial,45,6
Total Bitcoin addresses with balance: 33437 million,neutral,2024-03-29 15:22:00,privacy_maxi,51,7
Bitcoin average block size is 120 MB today,neutral,2024-03-29 17:34:00,mempool_observer,42,8
Daily Bitcoin transactions averaging 35523k,neutral,2024-03-29 17:45:00,hodler_mike,43,5
Realized profit loss ratio: 1.38,neutral,2024-03-29 19:25:00,satoshi_fan,32,5
Living on Bitcoin for 7 years now. Amazing,positive,2024-03-29 20:15:00,trader_joe,42,8
Bitcoin price consolidating around 46k,neutral,2024-03-29 20:36:00,swing_trader,38,5
Network fees collected: 89578 BTC today,neutral,2024-03-29 22:48:00,spot_trader,39,6
Bitcoin inflation rate: 6% annually,neutral,2024-03-30 02:12:00,spot_trader,35,5
Daily Bitcoin transactions averaging 23388k,neutral,2024-03-30 03:24:00,full_node_operator,43,5
Bitcoin fear and greed index: 96.6,neutral,2024-03-30 08:14:00,mempool_observer,34,6
Bitcoin segwit adoption rate is 36 percent,neutral,2024-03-30 09:28:00,multisig_user,42,7
Bitcoin node count increased to 7675,neutral,2024-03-30 10:10:00,keynesian_critic,36,6
Coins moved on-chain: 81706 BTC,neutral,2024-03-30 12:27:00,dao_member,31,5
Bitcoin halving countdown: 799 days remaining,neutral,2024-03-30 13:27:00,hash_power,45,6
Bitcoin mining difficulty at 54 trillion,neutral,2024-03-30 16:20:00,protocol_dev,40,6
Lightning Network capacity at 57021 BTC,neutral,2024-03-30 17:57:00,silver_to_btc,39,6
Current Bitcoin mempool has 21122k transactions,neutral,2024-03-30 18:57:00,fiat_escapist,47,6
Bitcoin exchange reserves: 46149 BTC,neutral,2024-03-30 20:16:00,defi_explorer,36,5
Active Bitcoin addresses: 17473 million,neutral,2024-03-30 22:18:00,swing_trader,39,5
This bull run will be epic! Bitcoin to 58k,positive,2024-03-30 22:34:00,unit_of_account,42,9
Bitcoin blockchain size reached 152 GB,neutral,2024-03-31 05:41:00,spot_trader,38,6
Active Bitcoin addresses: 2769 million,neutral,2024-03-31 10:55:00,deflation_lover,38,5
NVT ratio currently: 39.21,neutral,2024-03-31 11:12:00,exchange_dev,26,4
Bitcoin mining difficulty at 73 trillion,neutral,2024-03-31 17:12:00,halving_counter,40,6
Bitcoin velocity indicator at 46.69,neutral,2024-03-31 18:22:00,mining_pro,35,5
Bitcoin realized cap: $23457 billion,neutral,2024-03-31 19:19:00,institutional_buyer,36,5
Total Bitcoin addresses with balance: 31960 million,neutral,2024-03-31 21:49:00,futures_guy,51,7
Bitcoin Puell Multiple reading: 23.33,neutral,2024-03-31 23:52:00,open_source,37,5
Network difficulty retarget in 197 hours,neutral,2024-04-01 03:22:00,financial_freedom,40,6
Coins moved on-chain: 42861 BTC,neutral,2024-04-01 07:05:00,btc_unlimited,31,5
Current Bitcoin mempool has 37186k transactions,neutral,2024-04-01 12:07:00,austrian_economist,47,6
Bitcoin trading volume: $34628M today,neutral,2024-04-01 14:36:00,bitcoin_teacher,37,5
Daily Bitcoin transactions averaging 46542k,neutral,2024-04-02 00:38:00,exchange_dev,43,5
Bitcoin velocity indicator at 46.25,neutral,2024-04-02 01:46:00,whale_watcher,35,5
This bull run will be epic! Bitcoin to 79k,positive,2024-04-02 05:57:00,crypto_bull,42,9
Bitcoin price consolidating around 95k,neutral,2024-04-02 06:41:00,lightning_dev,38,5
Bitcoin market cap is 1050 billion dollars,neutral,2024-04-02 10:12:00,fiat_escapist,42,7
